clean_tweet	airline_sentiment
united people getting pretty tired action solving problem plus missing day vacation skiing	negative
united bright side would keeping promise made hope good night thanks	negative
united take back comment team working hard help us far solution hotel food anything fail	negative
united arriving two hours late flight clt sitting tarmac move plane gate unhappy customer	negative
united airlines absolute worst idea neveragain unitedairlines	negative
united thanks might want fix line customer care team currently responding inquiries within business days	negative
united flew united aus austin bergstrom cancun intl best flight ever big small	positive
united frustrating frequent flyer loyal since continental upgrade equals paying times top purchase ticket	negative
united worse figure pack plane screws connectns claims hotl rooms san fran stranded pax way go	negative
united passengers hour delayed flight left hotel end night hou airport wtf http co zfqmpgxvs	negative
hey united flight iah pos leave late flight one back iah early rather get pos earlier	negative
united lost bag process broken agent promised call amp hold bag found waking w delivery fail	negative
united people counter helpful see nobody flight austin still sitting	negative
united darquenloveli regret hear please let us know need assistance kn finally able secure seat thx	negative
united good know open closed doors premier passengers safety briefings delayed flights annoyed	negative
united yea get phoenix already delays day people bullshit	negative
united consolation staff stellar hour delays encountered every one flights	negative
united flight ua gate b tell ray somehow made flight iah wait one	positive
united unfortunate tumitravel xmas gift looks like razor ripped right front pocket picture	negative
united thanks asking	positive
united lost bags cancelled flightled flights delhi call centers poor united staff spread thin stressed name	negative
united yes make mistake less absurd change fact inconveniently missing luggage tonight	negative
united constantly challenges upgrades amp charges order prevent dvt pay addtl http co xc jq r b	negative
